"","sample","probe","value","type"
"25544","TCGA-86-A4P7-01","ImmuneScore.estimate",1484.64380007492,"estimate"
"25545","TCGA-86-A4P7-01","ESTIMATEScore.estimate",1954.00879815546,"estimate"
"25546","TCGA-86-A4P8-01","StromalScore.estimate",915.379919744063,"estimate"
"25547","TCGA-86-A4P8-01","ImmuneScore.estimate",2467.1535733767,"estimate"
"25548","TCGA-86-A4P8-01","ESTIMATEScore.estimate",3382.53349312076,"estimate"
"25549","TCGA-91-6828-01","StromalScore.estimate",523.266767957063,"estimate"
"25550","TCGA-91-6828-01","ImmuneScore.estimate",1560.32481674334,"estimate"
"25551","TCGA-91-6828-01","ESTIMATEScore.estimate",2083.59158470041,"estimate"
"25552","TCGA-91-6828-11","StromalScore.estimate",222.373603916156,"estimate"
"25553","TCGA-91-6828-11","ImmuneScore.estimate",1597.49827535383,"estimate"
"25554","TCGA-91-6828-11","ESTIMATEScore.estimate",1819.87187926998,"estimate"
"25555","TCGA-91-6829-01","StromalScore.estimate",1133.96680705113,"estimate"
"25556","TCGA-91-6829-01","ImmuneScore.estimate",334.041400209351,"estimate"
"25557","TCGA-91-6829-01","ESTIMATEScore.estimate",1468.00820726048,"estimate"
"25558","TCGA-91-6829-11","StromalScore.estimate",377.382020855792,"estimate"
"25559","TCGA-91-6829-11","ImmuneScore.estimate",2416.66710174905,"estimate"
"25560","TCGA-91-6829-11","ESTIMATEScore.estimate",2794.04912260485,"estimate"
"25561","TCGA-91-6830-01","StromalScore.estimate",663.380257693668,"estimate"
"25562","TCGA-91-6830-01","ImmuneScore.estimate",1122.56371486699,"estimate"
"25563","TCGA-91-6830-01","ESTIMATEScore.estimate",1785.94397256065,"estimate"
"25564","TCGA-91-6831-01","StromalScore.estimate",625.171921821949,"estimate"
"25565","TCGA-91-6831-01","ImmuneScore.estimate",676.01703407675,"estimate"
"25566","TCGA-91-6831-01","ESTIMATEScore.estimate",1301.1889558987,"estimate"
"25567","TCGA-91-6831-11","StromalScore.estimate",1003.2863162367,"estimate"
"25568","TCGA-91-6831-11","ImmuneScore.estimate",1994.83779094749,"estimate"
"25569","TCGA-91-6831-11","ESTIMATEScore.estimate",2998.12410718419,"estimate"
"25570","TCGA-91-6835-01","StromalScore.estimate",890.434416095864,"estimate"
"25571","TCGA-91-6835-01","ImmuneScore.estimate",2383.74736974852,"estimate"
"25572","TCGA-91-6835-01","ESTIMATEScore.estimate",3274.18178584438,"estimate"
"25573","TCGA-91-6835-11","StromalScore.estimate",821.859400756633,"estimate"
"25574","TCGA-91-6835-11","ImmuneScore.estimate",914.739046066266,"estimate"
"25575","TCGA-91-6835-11","ESTIMATEScore.estimate",1736.5984468229,"estimate"
"25576","TCGA-91-6836-01","StromalScore.estimate",-1043.42396442656,"estimate"
"25577","TCGA-91-6836-01","ImmuneScore.estimate",-40.1983435457949,"estimate"
"25578","TCGA-91-6836-01","ESTIMATEScore.estimate",-1083.62230797236,"estimate"
"25579","TCGA-91-6836-11","StromalScore.estimate",715.828004421391,"estimate"
"25580","TCGA-91-6836-11","ImmuneScore.estimate",2348.29291075081,"estimate"
"25581","TCGA-91-6836-11","ESTIMATEScore.estimate",3064.1209151722,"estimate"
"25582","TCGA-91-6840-01","StromalScore.estimate",-352.84361465535,"estimate"
"25583","TCGA-91-6840-01","ImmuneScore.estimate",644.906913841305,"estimate"
"25584","TCGA-91-6840-01","ESTIMATEScore.estimate",292.063299185955,"estimate"
"25585","TCGA-91-6847-01","StromalScore.estimate",-1799.97235661204,"estimate"
"25586","TCGA-91-6847-01","ImmuneScore.estimate",-975.454843734191,"estimate"
"25587","TCGA-91-6847-01","ESTIMATEScore.estimate",-2775.42720034623,"estimate"
"25588","TCGA-91-6847-11","StromalScore.estimate",-30.0996888011706,"estimate"
"25589","TCGA-91-6847-11","ImmuneScore.estimate",1165.88947389556,"estimate"
"25590","TCGA-91-6847-11","ESTIMATEScore.estimate",1135.78978509439,"estimate"
"25591","TCGA-91-6848-01","StromalScore.estimate",1016.15680043729,"estimate"
"25592","TCGA-91-6848-01","ImmuneScore.estimate",1541.17676850785,"estimate"
"25593","TCGA-91-6848-01","ESTIMATEScore.estimate",2557.33356894514,"estimate"
"25594","TCGA-91-6849-01","StromalScore.estimate",-65.7920320029264,"estimate"
"25595","TCGA-91-6849-01","ImmuneScore.estimate",1208.71174858872,"estimate"
"25596","TCGA-91-6849-01","ESTIMATEScore.estimate",1142.9197165858,"estimate"
"25597","TCGA-91-6849-11","StromalScore.estimate",676.920376403647,"estimate"
"25598","TCGA-91-6849-11","ImmuneScore.estimate",1345.78927842516,"estimate"
"25599","TCGA-91-6849-11","ESTIMATEScore.estimate",2022.70965482881,"estimate"
"25600","TCGA-91-7771-01","StromalScore.estimate",646.893235891571,"estimate"
"25601","TCGA-91-7771-01","ImmuneScore.estimate",1633.66086490505,"estimate"
"25602","TCGA-91-7771-01","ESTIMATEScore.estimate",2280.55410079662,"estimate"
"25603","TCGA-91-8496-01","StromalScore.estimate",-6.66467762476321,"estimate"
"25604","TCGA-91-8496-01","ImmuneScore.estimate",1772.77404669814,"estimate"
"25605","TCGA-91-8496-01","ESTIMATEScore.estimate",1766.10936907337,"estimate"
"25606","TCGA-91-8497-01","StromalScore.estimate",460.555249798282,"estimate"
"25607","TCGA-91-8497-01","ImmuneScore.estimate",1620.60646014424,"estimate"
"25608","TCGA-91-8497-01","ESTIMATEScore.estimate",2081.16170994252,"estimate"
"25609","TCGA-91-8499-01","StromalScore.estimate",-484.46432303194,"estimate"
"25610","TCGA-91-8499-01","ImmuneScore.estimate",399.701084879048,"estimate"
"25611","TCGA-91-8499-01","ESTIMATEScore.estimate",-84.7632381528921,"estimate"
"25612","TCGA-91-A4BC-01","StromalScore.estimate",963.976103082085,"estimate"
"25613","TCGA-91-A4BC-01","ImmuneScore.estimate",2280.72477278316,"estimate"
"25614","TCGA-91-A4BC-01","ESTIMATEScore.estimate",3244.70087586524,"estimate"
"25615","TCGA-91-A4BD-01","StromalScore.estimate",-706.795947942737,"estimate"
"25616","TCGA-91-A4BD-01","ImmuneScore.estimate",1486.65355993614,"estimate"
"25617","TCGA-91-A4BD-01","ESTIMATEScore.estimate",779.857611993401,"estimate"
"25618","TCGA-93-7347-01","StromalScore.estimate",875.250065799836,"estimate"
"25619","TCGA-93-7347-01","ImmuneScore.estimate",2213.30621637716,"estimate"
"25620","TCGA-93-7347-01","ESTIMATEScore.estimate",3088.556282177,"estimate"
"25621","TCGA-93-7348-01","StromalScore.estimate",425.6668874992,"estimate"
"25622","TCGA-93-7348-01","ImmuneScore.estimate",737.80134861117,"estimate"
"25623","TCGA-93-7348-01","ESTIMATEScore.estimate",1163.46823611037,"estimate"
"25624","TCGA-93-8067-01","StromalScore.estimate",-716.756171275293,"estimate"
"25625","TCGA-93-8067-01","ImmuneScore.estimate",44.8975759668759,"estimate"
"25626","TCGA-93-8067-01","ESTIMATEScore.estimate",-671.858595308417,"estimate"
"25627","TCGA-93-A4JN-01","StromalScore.estimate",174.309000342885,"estimate"
"25628","TCGA-93-A4JN-01","ImmuneScore.estimate",727.241056640294,"estimate"
"25629","TCGA-93-A4JN-01","ESTIMATEScore.estimate",901.550056983179,"estimate"
"25630","TCGA-93-A4JO-01","StromalScore.estimate",345.640225516193,"estimate"
"25631","TCGA-93-A4JO-01","ImmuneScore.estimate",1900.03016788141,"estimate"
"25632","TCGA-93-A4JO-01","ESTIMATEScore.estimate",2245.6703933976,"estimate"
"25633","TCGA-93-A4JP-01","StromalScore.estimate",371.492141674076,"estimate"
"25634","TCGA-93-A4JP-01","ImmuneScore.estimate",1175.27857132323,"estimate"
"25635","TCGA-93-A4JP-01","ESTIMATEScore.estimate",1546.77071299731,"estimate"
"25636","TCGA-93-A4JQ-01","StromalScore.estimate",805.669736043021,"estimate"
"25637","TCGA-93-A4JQ-01","ImmuneScore.estimate",1754.32675003394,"estimate"
"25638","TCGA-93-A4JQ-01","ESTIMATEScore.estimate",2559.99648607696,"estimate"
"25639","TCGA-95-7039-01","StromalScore.estimate",-14.8882451170717,"estimate"
"25640","TCGA-95-7039-01","ImmuneScore.estimate",327.125077506641,"estimate"
"25641","TCGA-95-7039-01","ESTIMATEScore.estimate",312.23683238957,"estimate"
"25642","TCGA-95-7043-01","StromalScore.estimate",-659.417569471244,"estimate"
"25643","TCGA-95-7043-01","ImmuneScore.estimate",-624.099797466661,"estimate"
"25644","TCGA-95-7043-01","ESTIMATEScore.estimate",-1283.5173669379,"estimate"
"25645","TCGA-95-7562-01","StromalScore.estimate",-148.592916970163,"estimate"
"25646","TCGA-95-7562-01","ImmuneScore.estimate",682.533173218309,"estimate"
"25647","TCGA-95-7562-01","ESTIMATEScore.estimate",533.940256248146,"estimate"
"25648","TCGA-95-7567-01","StromalScore.estimate",37.9259977730175,"estimate"
"25649","TCGA-95-7567-01","ImmuneScore.estimate",754.047708730742,"estimate"
"25650","TCGA-95-7567-01","ESTIMATEScore.estimate",791.97370650376,"estimate"
"25651","TCGA-95-7944-01","StromalScore.estimate",24.3915651039621,"estimate"
"25652","TCGA-95-7944-01","ImmuneScore.estimate",1837.1729126391,"estimate"
"25653","TCGA-95-7944-01","ESTIMATEScore.estimate",1861.56447774306,"estimate"
"25654","TCGA-95-7947-01","StromalScore.estimate",-866.485107022176,"estimate"
"25655","TCGA-95-7947-01","ImmuneScore.estimate",621.501601920108,"estimate"
"25656","TCGA-95-7947-01","ESTIMATEScore.estimate",-244.983505102067,"estimate"
"25657","TCGA-95-7948-01","StromalScore.estimate",-574.935274044793,"estimate"
"25658","TCGA-95-7948-01","ImmuneScore.estimate",138.978803454227,"estimate"
"25659","TCGA-95-7948-01","ESTIMATEScore.estimate",-435.956470590566,"estimate"
"25660","TCGA-95-8039-01","StromalScore.estimate",-70.1228422814438,"estimate"
"25661","TCGA-95-8039-01","ImmuneScore.estimate",1382.52835551496,"estimate"
"25662","TCGA-95-8039-01","ESTIMATEScore.estimate",1312.40551323352,"estimate"
"25663","TCGA-95-8494-01","StromalScore.estimate",-580.196427054014,"estimate"
"25664","TCGA-95-8494-01","ImmuneScore.estimate",867.900444066961,"estimate"
"25665","TCGA-95-8494-01","ESTIMATEScore.estimate",287.704017012947,"estimate"
"25666","TCGA-95-A4VK-01","StromalScore.estimate",-518.260119035061,"estimate"
"25667","TCGA-95-A4VK-01","ImmuneScore.estimate",706.896693325221,"estimate"
"25668","TCGA-95-A4VK-01","ESTIMATEScore.estimate",188.63657429016,"estimate"
"25669","TCGA-95-A4VN-01","StromalScore.estimate",149.864216938806,"estimate"
"25670","TCGA-95-A4VN-01","ImmuneScore.estimate",1744.76139614008,"estimate"
"25671","TCGA-95-A4VN-01","ESTIMATEScore.estimate",1894.62561307889,"estimate"
"25672","TCGA-95-A4VP-01","StromalScore.estimate",128.433736019101,"estimate"
"25673","TCGA-95-A4VP-01","ImmuneScore.estimate",985.409543697272,"estimate"
"25674","TCGA-95-A4VP-01","ESTIMATEScore.estimate",1113.84327971637,"estimate"
"25675","TCGA-97-7546-01","StromalScore.estimate",660.810191275026,"estimate"
"25676","TCGA-97-7546-01","ImmuneScore.estimate",1222.00675125201,"estimate"
"25677","TCGA-97-7546-01","ESTIMATEScore.estimate",1882.81694252704,"estimate"
"25678","TCGA-97-7547-01","StromalScore.estimate",49.1642710841143,"estimate"
"25679","TCGA-97-7547-01","ImmuneScore.estimate",617.447286034428,"estimate"
"25680","TCGA-97-7547-01","ESTIMATEScore.estimate",666.611557118542,"estimate"
"25681","TCGA-97-7552-01","StromalScore.estimate",311.414633985288,"estimate"
"25682","TCGA-97-7552-01","ImmuneScore.estimate",2267.64117475068,"estimate"
"25683","TCGA-97-7552-01","ESTIMATEScore.estimate",2579.05580873597,"estimate"
"25684","TCGA-97-7553-01","StromalScore.estimate",808.233831572537,"estimate"
"25685","TCGA-97-7553-01","ImmuneScore.estimate",2376.54416493001,"estimate"
"25686","TCGA-97-7553-01","ESTIMATEScore.estimate",3184.77799650255,"estimate"
"25687","TCGA-97-7554-01","StromalScore.estimate",1055.16687693646,"estimate"
"25688","TCGA-97-7554-01","ImmuneScore.estimate",838.615664586677,"estimate"
"25689","TCGA-97-7554-01","ESTIMATEScore.estimate",1893.78254152314,"estimate"
"25690","TCGA-97-7937-01","StromalScore.estimate",-297.683613365302,"estimate"
"25691","TCGA-97-7937-01","ImmuneScore.estimate",-38.2085541067276,"estimate"
"25692","TCGA-97-7937-01","ESTIMATEScore.estimate",-335.89216747203,"estimate"
"25693","TCGA-97-7938-01","StromalScore.estimate",-102.859436676752,"estimate"
"25694","TCGA-97-7938-01","ImmuneScore.estimate",385.876013701275,"estimate"
"25695","TCGA-97-7938-01","ESTIMATEScore.estimate",283.016577024523,"estimate"
"25696","TCGA-97-7941-01","StromalScore.estimate",6.45859419221827,"estimate"
"25697","TCGA-97-7941-01","ImmuneScore.estimate",697.640668789936,"estimate"
"25698","TCGA-97-7941-01","ESTIMATEScore.estimate",704.099262982154,"estimate"
"25699","TCGA-97-8171-01","StromalScore.estimate",-1262.62301030535,"estimate"
"25700","TCGA-97-8171-01","ImmuneScore.estimate",-403.986567121405,"estimate"
"25701","TCGA-97-8171-01","ESTIMATEScore.estimate",-1666.60957742675,"estimate"
"25702","TCGA-97-8172-01","StromalScore.estimate",799.473648384651,"estimate"
"25703","TCGA-97-8172-01","ImmuneScore.estimate",1642.94853255564,"estimate"
"25704","TCGA-97-8172-01","ESTIMATEScore.estimate",2442.42218094029,"estimate"
"25705","TCGA-97-8174-01","StromalScore.estimate",760.521737222827,"estimate"
"25706","TCGA-97-8174-01","ImmuneScore.estimate",1073.25631844331,"estimate"
"25707","TCGA-97-8174-01","ESTIMATEScore.estimate",1833.77805566614,"estimate"
"25708","TCGA-97-8175-01","StromalScore.estimate",-354.04896407977,"estimate"
"25709","TCGA-97-8175-01","ImmuneScore.estimate",1120.286296386,"estimate"
"25710","TCGA-97-8175-01","ESTIMATEScore.estimate",766.237332306226,"estimate"
"25711","TCGA-97-8176-01","StromalScore.estimate",-467.593393767229,"estimate"
"25712","TCGA-97-8176-01","ImmuneScore.estimate",528.540604409326,"estimate"
"25713","TCGA-97-8176-01","ESTIMATEScore.estimate",60.9472106420967,"estimate"
"25714","TCGA-97-8177-01","StromalScore.estimate",891.624447072549,"estimate"
"25715","TCGA-97-8177-01","ImmuneScore.estimate",1682.76409667099,"estimate"
"25716","TCGA-97-8177-01","ESTIMATEScore.estimate",2574.38854374354,"estimate"
"25717","TCGA-97-8179-01","StromalScore.estimate",-203.094607275279,"estimate"
"25718","TCGA-97-8179-01","ImmuneScore.estimate",238.349298553985,"estimate"
"25719","TCGA-97-8179-01","ESTIMATEScore.estimate",35.2546912787066,"estimate"
"25720","TCGA-97-8547-01","StromalScore.estimate",933.74232193716,"estimate"
"25721","TCGA-97-8547-01","ImmuneScore.estimate",816.458004767338,"estimate"
"25722","TCGA-97-8547-01","ESTIMATEScore.estimate",1750.2003267045,"estimate"
"25723","TCGA-97-8552-01","StromalScore.estimate",-55.6606406709178,"estimate"
"25724","TCGA-97-8552-01","ImmuneScore.estimate",1425.78237536852,"estimate"
"25725","TCGA-97-8552-01","ESTIMATEScore.estimate",1370.1217346976,"estimate"
"25726","TCGA-97-A4LX-01","StromalScore.estimate",1073.75383835628,"estimate"
"25727","TCGA-97-A4LX-01","ImmuneScore.estimate",2313.40908317803,"estimate"
"25728","TCGA-97-A4LX-01","ESTIMATEScore.estimate",3387.16292153431,"estimate"
"25729","TCGA-97-A4M0-01","StromalScore.estimate",-353.480303417582,"estimate"
"25730","TCGA-97-A4M0-01","ImmuneScore.estimate",1552.00879764302,"estimate"
"25731","TCGA-97-A4M0-01","ESTIMATEScore.estimate",1198.52849422544,"estimate"
"25732","TCGA-97-A4M1-01","StromalScore.estimate",-62.2897169277388,"estimate"
"25733","TCGA-97-A4M1-01","ImmuneScore.estimate",1148.11185934974,"estimate"
"25734","TCGA-97-A4M1-01","ESTIMATEScore.estimate",1085.82214242201,"estimate"
"25735","TCGA-97-A4M2-01","StromalScore.estimate",311.741005323599,"estimate"
"25736","TCGA-97-A4M2-01","ImmuneScore.estimate",2086.56379735443,"estimate"
"25737","TCGA-97-A4M2-01","ESTIMATEScore.estimate",2398.30480267803,"estimate"
"25738","TCGA-97-A4M3-01","StromalScore.estimate",-95.9087769673864,"estimate"
"25739","TCGA-97-A4M3-01","ImmuneScore.estimate",-49.1754724300297,"estimate"
"25740","TCGA-97-A4M3-01","ESTIMATEScore.estimate",-145.084249397416,"estimate"
"25741","TCGA-97-A4M5-01","StromalScore.estimate",455.923304518054,"estimate"
"25742","TCGA-97-A4M5-01","ImmuneScore.estimate",1140.2859932144,"estimate"
"25743","TCGA-97-A4M5-01","ESTIMATEScore.estimate",1596.20929773245,"estimate"
"25744","TCGA-97-A4M6-01","StromalScore.estimate",323.735104738485,"estimate"
"25745","TCGA-97-A4M6-01","ImmuneScore.estimate",1745.46107873573,"estimate"
"25746","TCGA-97-A4M6-01","ESTIMATEScore.estimate",2069.19618347422,"estimate"
"25747","TCGA-97-A4M7-01","StromalScore.estimate",353.030976688685,"estimate"
"25748","TCGA-97-A4M7-01","ImmuneScore.estimate",1687.68120017792,"estimate"
"25749","TCGA-97-A4M7-01","ESTIMATEScore.estimate",2040.71217686661,"estimate"
"25750","TCGA-99-7458-01","StromalScore.estimate",735.813007217684,"estimate"
"25751","TCGA-99-7458-01","ImmuneScore.estimate",1604.61445145726,"estimate"
"25752","TCGA-99-7458-01","ESTIMATEScore.estimate",2340.42745867494,"estimate"
"25753","TCGA-99-8025-01","StromalScore.estimate",-11.6398342131984,"estimate"
"25754","TCGA-99-8025-01","ImmuneScore.estimate",125.483027093256,"estimate"
"25755","TCGA-99-8025-01","ESTIMATEScore.estimate",113.843192880058,"estimate"
"25756","TCGA-99-8028-01","StromalScore.estimate",1306.26986004484,"estimate"
"25757","TCGA-99-8028-01","ImmuneScore.estimate",2757.71767687878,"estimate"
"25758","TCGA-99-8028-01","ESTIMATEScore.estimate",4063.98753692362,"estimate"
"25759","TCGA-99-8032-01","StromalScore.estimate",508.818873056814,"estimate"
"25760","TCGA-99-8032-01","ImmuneScore.estimate",342.745387934575,"estimate"
"25761","TCGA-99-8032-01","ESTIMATEScore.estimate",851.564260991389,"estimate"
"25762","TCGA-99-8033-01","StromalScore.estimate",-309.920177628463,"estimate"
"25763","TCGA-99-8033-01","ImmuneScore.estimate",1082.89561229431,"estimate"
"25764","TCGA-99-8033-01","ESTIMATEScore.estimate",772.975434665852,"estimate"
"25765","TCGA-99-AA5R-01","StromalScore.estimate",877.258784366419,"estimate"
"25766","TCGA-99-AA5R-01","ImmuneScore.estimate",2314.6535748147,"estimate"
"25767","TCGA-99-AA5R-01","ESTIMATEScore.estimate",3191.91235918112,"estimate"
"25768","TCGA-J2-8192-01","StromalScore.estimate",1488.72220683037,"estimate"
"25769","TCGA-J2-8192-01","ImmuneScore.estimate",1559.24144322379,"estimate"
"25770","TCGA-J2-8192-01","ESTIMATEScore.estimate",3047.96365005416,"estimate"
"25771","TCGA-J2-8194-01","StromalScore.estimate",120.58659116501,"estimate"
"25772","TCGA-J2-8194-01","ImmuneScore.estimate",631.185836741378,"estimate"
"25773","TCGA-J2-8194-01","ESTIMATEScore.estimate",751.772427906388,"estimate"
"25774","TCGA-J2-A4AD-01","StromalScore.estimate",-431.791628845046,"estimate"
"25775","TCGA-J2-A4AD-01","ImmuneScore.estimate",-398.879993890188,"estimate"
"25776","TCGA-J2-A4AD-01","ESTIMATEScore.estimate",-830.671622735234,"estimate"
"25777","TCGA-J2-A4AE-01","StromalScore.estimate",-604.672864341312,"estimate"
"25778","TCGA-J2-A4AE-01","ImmuneScore.estimate",1058.40024919489,"estimate"
"25779","TCGA-J2-A4AE-01","ESTIMATEScore.estimate",453.727384853574,"estimate"
"25780","TCGA-J2-A4AG-01","StromalScore.estimate",335.132320004919,"estimate"
"25781","TCGA-J2-A4AG-01","ImmuneScore.estimate",1381.52517693367,"estimate"
"25782","TCGA-J2-A4AG-01","ESTIMATEScore.estimate",1716.65749693859,"estimate"
"25783","TCGA-L4-A4E5-01","StromalScore.estimate",-705.980938948644,"estimate"
"25784","TCGA-L4-A4E5-01","ImmuneScore.estimate",26.826092720901,"estimate"
"25785","TCGA-L4-A4E5-01","ESTIMATEScore.estimate",-679.154846227743,"estimate"
"25786","TCGA-L4-A4E6-01","StromalScore.estimate",934.693303036976,"estimate"
"25787","TCGA-L4-A4E6-01","ImmuneScore.estimate",2309.96841932539,"estimate"
"25788","TCGA-L4-A4E6-01","ESTIMATEScore.estimate",3244.66172236237,"estimate"
"25789","TCGA-L9-A443-01","StromalScore.estimate",190.795292553673,"estimate"
"25790","TCGA-L9-A443-01","ImmuneScore.estimate",473.955253190549,"estimate"
"25791","TCGA-L9-A443-01","ESTIMATEScore.estimate",664.750545744222,"estimate"
"25792","TCGA-L9-A444-01","StromalScore.estimate",599.401582343272,"estimate"
"25793","TCGA-L9-A444-01","ImmuneScore.estimate",2248.0410641634,"estimate"
"25794","TCGA-L9-A444-01","ESTIMATEScore.estimate",2847.44264650668,"estimate"
"25795","TCGA-L9-A50W-01","StromalScore.estimate",-442.232638678003,"estimate"
"25796","TCGA-L9-A50W-01","ImmuneScore.estimate",673.524038676873,"estimate"
"25797","TCGA-L9-A50W-01","ESTIMATEScore.estimate",231.29139999887,"estimate"
"25798","TCGA-L9-A5IP-01","StromalScore.estimate",-713.116361978229,"estimate"
"25799","TCGA-L9-A5IP-01","ImmuneScore.estimate",504.00912334211,"estimate"
"25800","TCGA-L9-A5IP-01","ESTIMATEScore.estimate",-209.107238636118,"estimate"
"25801","TCGA-L9-A743-01","StromalScore.estimate",603.376811817397,"estimate"
"25802","TCGA-L9-A743-01","ImmuneScore.estimate",1928.24564437244,"estimate"
"25803","TCGA-L9-A743-01","ESTIMATEScore.estimate",2531.62245618984,"estimate"
"25804","TCGA-L9-A7SV-01","StromalScore.estimate",-1056.77810196855,"estimate"
"25805","TCGA-L9-A7SV-01","ImmuneScore.estimate",-240.946020793074,"estimate"
"25806","TCGA-L9-A7SV-01","ESTIMATEScore.estimate",-1297.72412276162,"estimate"
"25807","TCGA-L9-A8F4-01","StromalScore.estimate",86.3434810864989,"estimate"
"25808","TCGA-L9-A8F4-01","ImmuneScore.estimate",1507.85256024161,"estimate"
"25809","TCGA-L9-A8F4-01","ESTIMATEScore.estimate",1594.19604132811,"estimate"
"25810","TCGA-MN-A4N1-01","StromalScore.estimate",-669.972314017729,"estimate"
"25811","TCGA-MN-A4N1-01","ImmuneScore.estimate",-247.994717150497,"estimate"
"25812","TCGA-MN-A4N1-01","ESTIMATEScore.estimate",-917.967031168227,"estimate"
"25813","TCGA-MN-A4N4-01","StromalScore.estimate",555.135845291557,"estimate"
"25814","TCGA-MN-A4N4-01","ImmuneScore.estimate",503.328966779099,"estimate"
"25815","TCGA-MN-A4N4-01","ESTIMATEScore.estimate",1058.46481207066,"estimate"
"25816","TCGA-MN-A4N5-01","StromalScore.estimate",-653.160045997255,"estimate"
"25817","TCGA-MN-A4N5-01","ImmuneScore.estimate",912.453417052652,"estimate"
"25818","TCGA-MN-A4N5-01","ESTIMATEScore.estimate",259.293371055397,"estimate"
"25819","TCGA-MP-A4SV-01","StromalScore.estimate",-31.0411697874572,"estimate"
"25820","TCGA-MP-A4SV-01","ImmuneScore.estimate",1142.96990706521,"estimate"
"25821","TCGA-MP-A4SV-01","ESTIMATEScore.estimate",1111.92873727776,"estimate"
"25822","TCGA-MP-A4SW-01","StromalScore.estimate",-54.118219603417,"estimate"
"25823","TCGA-MP-A4SW-01","ImmuneScore.estimate",1283.0784085906,"estimate"
"25824","TCGA-MP-A4SW-01","ESTIMATEScore.estimate",1228.96018898718,"estimate"
"25825","TCGA-MP-A4SY-01","StromalScore.estimate",514.979540762212,"estimate"
"25826","TCGA-MP-A4SY-01","ImmuneScore.estimate",460.642769759448,"estimate"
"25827","TCGA-MP-A4SY-01","ESTIMATEScore.estimate",975.62231052166,"estimate"
"25828","TCGA-MP-A4T4-01","StromalScore.estimate",710.815705197226,"estimate"
"25829","TCGA-MP-A4T4-01","ImmuneScore.estimate",1942.59951312469,"estimate"
"25830","TCGA-MP-A4T4-01","ESTIMATEScore.estimate",2653.41521832192,"estimate"
"25831","TCGA-MP-A4T6-01","StromalScore.estimate",-1164.53286669024,"estimate"
"25832","TCGA-MP-A4T6-01","ImmuneScore.estimate",844.208809954566,"estimate"
"25833","TCGA-MP-A4T6-01","ESTIMATEScore.estimate",-320.324056735677,"estimate"
"25834","TCGA-MP-A4T7-01","StromalScore.estimate",-688.628213743001,"estimate"
"25835","TCGA-MP-A4T7-01","ImmuneScore.estimate",761.527612584882,"estimate"
"25836","TCGA-MP-A4T7-01","ESTIMATEScore.estimate",72.8993988418812,"estimate"
"25837","TCGA-MP-A4T8-01","StromalScore.estimate",-61.6240338242159,"estimate"
"25838","TCGA-MP-A4T8-01","ImmuneScore.estimate",-249.333096573056,"estimate"
"25839","TCGA-MP-A4T8-01","ESTIMATEScore.estimate",-310.957130397272,"estimate"
"25840","TCGA-MP-A4T9-01","StromalScore.estimate",291.938156450735,"estimate"
"25841","TCGA-MP-A4T9-01","ImmuneScore.estimate",1080.74241018792,"estimate"
"25842","TCGA-MP-A4T9-01","ESTIMATEScore.estimate",1372.68056663865,"estimate"
"25843","TCGA-MP-A4TA-01","StromalScore.estimate",-429.205238121906,"estimate"
"25844","TCGA-MP-A4TA-01","ImmuneScore.estimate",585.09227244652,"estimate"
"25845","TCGA-MP-A4TA-01","ESTIMATEScore.estimate",155.887034324614,"estimate"
"25846","TCGA-MP-A4TC-01","StromalScore.estimate",877.385653950567,"estimate"
"25847","TCGA-MP-A4TC-01","ImmuneScore.estimate",1141.24984862723,"estimate"
"25848","TCGA-MP-A4TC-01","ESTIMATEScore.estimate",2018.6355025778,"estimate"
"25849","TCGA-MP-A4TD-01","StromalScore.estimate",747.523931025485,"estimate"
"25850","TCGA-MP-A4TD-01","ImmuneScore.estimate",765.177275545497,"estimate"
"25851","TCGA-MP-A4TD-01","ESTIMATEScore.estimate",1512.70120657098,"estimate"
"25852","TCGA-MP-A4TE-01","StromalScore.estimate",-1232.81261399993,"estimate"
"25853","TCGA-MP-A4TE-01","ImmuneScore.estimate",-791.55994417523,"estimate"
"25854","TCGA-MP-A4TE-01","ESTIMATEScore.estimate",-2024.37255817516,"estimate"
"25855","TCGA-MP-A4TF-01","StromalScore.estimate",-1257.15420356207,"estimate"
"25856","TCGA-MP-A4TF-01","ImmuneScore.estimate",188.540265662883,"estimate"
"25857","TCGA-MP-A4TF-01","ESTIMATEScore.estimate",-1068.61393789919,"estimate"
"25858","TCGA-MP-A4TH-01","StromalScore.estimate",107.568035465983,"estimate"
"25859","TCGA-MP-A4TH-01","ImmuneScore.estimate",1737.45794441409,"estimate"
"25860","TCGA-MP-A4TH-01","ESTIMATEScore.estimate",1845.02597988007,"estimate"
"25861","TCGA-MP-A4TI-01","StromalScore.estimate",1181.57866437508,"estimate"
"25862","TCGA-MP-A4TI-01","ImmuneScore.estimate",2589.23056645693,"estimate"
"25863","TCGA-MP-A4TI-01","ESTIMATEScore.estimate",3770.80923083201,"estimate"
"25864","TCGA-MP-A4TJ-01","StromalScore.estimate",914.015045064249,"estimate"
"25865","TCGA-MP-A4TJ-01","ImmuneScore.estimate",2447.27606819164,"estimate"
"25866","TCGA-MP-A4TJ-01","ESTIMATEScore.estimate",3361.29111325589,"estimate"
"25867","TCGA-MP-A4TK-01","StromalScore.estimate",1259.4450833908,"estimate"
"25868","TCGA-MP-A4TK-01","ImmuneScore.estimate",1478.90688938932,"estimate"
